Assembly	Temperature	pH	RefLink	genome_size	L50	N50	Domain	Phylum	Class	Order	Family	Genus	Species	tax_cluster_id	NCBI_Species
GCA_900110465.1	Mesophiles		https://doi.org/10.1099/ijs.0.024976-0	5185690	7	148517	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halogranum	Halogranum amylolyticum	660520	Halogranum amylolyticum
GCA_900110865.1	Mesophiles		https://doi.org/10.1016/j.syapm.2012.06.005	4857017	3	702469	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema salaciae	1186196	Natrinema salaciae
GCA_900111075.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02857-0	4045707	5	229665	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium frigoris	229204	Flavobacterium frigoris
GCA_900111485.1	Thermophiles		https://doi.org/10.1099/ijs.0.64895-0	3963480	9	128565	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema hispanicum_A	392421	Haloterrigena hispanica
GCA_900111555.1	Mesophiles		https://doi.org/10.1099/ijs.0.65030-0	4218891	8	156014	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter segnicrescens	430453	Marinobacter segnicrescens
GCA_900111795.1	Thermophiles	Alkaliphiles	https://doi.org/10.1099/00207713-50-6-2109	2625421	21	40724	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus pushchinoensis	150248	Anoxybacillus pushchinoensis
GCA_900111865.1	Thermophiles		https://bacdive.dsmz.de/strain/1438	3448881	15	61729	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Parageobacillus	Parageobacillus thermantarcticus	186116	Parageobacillus thermantarcticus
GCA_900111935.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-33-2-381	3030553	3	468349	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum sodomense	35743	Halorubrum sodomense
GCA_900112175.1	Thermophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.019463-0	4187125	2	1062005	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halogeometricum	Halogeometricum rufum	553469	Halogeometricum rufum
GCA_900112455.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.027953-0	2491452	5	144977	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium subtropicum	753702	Alkalibacterium subtropicum
GCA_900112975.1	Psychrophiles		https://doi.org/10.1099/ijs.0.030049-0	3471047	7	160146	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium xueshanense	935223	Flavobacterium xueshanense
GCA_900113635.1		Alkaliphiles	https://doi.org/10.1007/s002849900345	3083807	4	259910	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Tindalliaceae	Tindallia	Tindallia magadiensis	69895	Tindallia magadiensis
GCA_900114435.1	Mesophiles		https://doi.org/10.1099/ijs.0.031989-0	4250330	2	1303888	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium	Halomicrobium zhouii	767519	Halomicrobium zhouii
GCA_900114835.1	Mesophiles		https://doi.org/10.1099/ijs.0.001677-0	3107200	3	388311	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus profundi	487685	Methanolobus profundi strain Mob M
GCA_900116205.1	Mesophiles		https://doi.org/10.1099/ijs.0.014449-0	4108147	2	1202185	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halostagnicola	Halostagnicola kamekurae	619731	Halostagnicola kamekurae
GCA_900116805.1	Thermophiles	Acidophiles	https://doi.org/10.1099/ijs.0.64692-0	3789420	9	133918	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_H	Alicyclobacillus_H macrosporangiidus	392015	Alicyclobacillus macrosporangiidus
GCA_900128885.1		Alkaliphiles	https://doi.org/10.1007/s00792-004-0390-7	2331365	6	143442	Bacteria	Firmicutes_A	Clostridia	Eubacteriales	Alkalibacteraceae	Alkalibacter	Alkalibacter saccharofermentans	1120975	Alkalibacter saccharofermentans DSM 14828
GCA_900128965.1		Acidophiles	https://doi.org/10.1099/ijs.0.65409-0	2489535	15	47754	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ferrithrix	Ferrithrix thermotolerans	1121881	Ferrithrix thermotolerans DSM 19514
GCA_900129115.1	Thermophiles	Acidophiles	https://doi.org/10.1099/ijs.0.65343-0	2409754	5	196007	Bacteria	Firmicutes_A	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter uzonensis	1123369	Thermoanaerobacter uzonensis DSM 18761
GCA_900129125.1		Acidophiles	https://doi.org/10.1016/S0723-2020(11)80453-4	3964820	15	74793	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	Acidocella aminolytica	1120923	Acidocella aminolytica 101 = DSM 11237
GCA_900129585.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02857-0	3692790	6	214813	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium micromati	229205	Flavobacterium micromati
GCA_900142255.1	Thermophiles	Acidophiles	https://bacdive.dsmz.de/strain/158721	3045912	11	108670	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_I	Alicyclobacillus_I montanus	1830138	Alicyclobacillus montanus
GCA_900142385.1	Psychrophiles		https://doi.org/10.1099/ijs.0.035774-0	3740786	1	2431840	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter antarcticus	564117	Marinobacter antarcticus
GCA_900142415.1	Thermophiles		https://doi.org/10.1099/ijs.0.012724-0	3139689	5	255331	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rhodothermus	Rhodothermus profundi	633813	Rhodothermus profundi
GCA_900142435.1	Thermophiles		https://pubmed.ncbi.nlm.nih.gov/19651724/	1367921	1	1367821	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis_A	Thermocrinis_A minervae	381751	Thermocrinis minervae
GCA_900142695.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-50-3-1055	3755582	15	82483	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium xanthum	69322	Flavobacterium xanthum
GCA_900142885.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02310-0	3902806	6	235935	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium xinjiangense	178356	Flavobacterium xinjiangense
GCA_900143245.1	Psychrophiles		https://doi.org/10.1099/ijs.0.03056-0	3709863	4	260746	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium fryxellicola	249352	Flavobacterium fryxellicola
GCA_900156265.1		Acidophiles	https://doi.org/10.1128/mSystems.00867-20	3976993	14	104489	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	Acidiphilium rubrum	1408418	Acidiphilium angustum ATCC 35903
GCA_900156405.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.63931-0	4190369	9	168826	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella morhuae	365591	Shewanella morhuae
GCA_900156755.1	Thermophiles	Acidophiles	https://doi.org/10.1099/ijs.0.03012-0	2994480	5	208354	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus vulcanalis	252246	Alicyclobacillus vulcanalis
GCA_900162825.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.002065	2820896	46	18502	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter piechaudii	1945521	Psychrobacter piechaudii
GCA_900166965.1	Psychrophiles		https://www.sciencedirect.com/science/article/pii/S0723202014000770?via%3Dihub	4525300	3	553764	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium piscicola	1378299	Photobacterium piscicola
GCA_900166975.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.002325	4420947	9	114487	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium toruni	1935446	Photobacterium toruni
GCA_900175965.1		Alkaliphiles	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4148983/	3398074	1	2960953	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter radiotolerans	42256	Rubrobacter radiotolerans
GCA_900176005.1	Thermophiles		https://doi.org/10.1099/00207713-52-5-1675	3334124	1	3334024	Bacteria	Firmicutes_B	Moorellia	Moorellales	Moorellaceae	Thermanaeromonas	Thermanaeromonas toyohensis	698762	Thermanaeromonas toyohensis ToBE
GCA_900176145.1	Thermophiles	Acidophiles	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000362/	3861015	3	593349	Bacteria	Firmicutes_E	Sulfobacillia	Sulfobacillales	Sulfobacillaceae	Sulfobacillus	Sulfobacillus thermosulfidooxidans	28034	Sulfobacillus thermosulfidooxidans
GCA_900176435.1	Thermophiles	Acidophiles	https://doi.org/10.1023/a:1020525525490	1534155	2	362609	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Picrophilus	Picrophilus oshimae	1122961	Picrophilus oshimae DSM 9789
GCA_900182635.1	Mesophiles		https://link.springer.com/article/10.1007/s12275-009-0016-y	3176020	5	243642	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum cibi	413815	Halorubrum cibi
GCA_900186985.1	Mesophiles		https://bacdive.dsmz.de/strain/14606	2613271	1	2613271	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus piscifermentans	70258	Staphylococcus piscifermentans
GCA_900187025.1	Mesophiles		https://bacdive.dsmz.de/strain/6872	2919550	1	2919550	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria ivanovii	881621	Listeria ivanovii subsp. ivanovii PAM 55
GCA_900188065.1	Mesophiles	Alkaliphiles	https://bacdive.dsmz.de/strain/5943	3477860	7	153076	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum vacuolatum	63740	Halorubrum vacuolatum
GCA_900198835.1	Hyperthermophiles		https://doi.org/10.1099/ijsem.0.004895	2155760	1	2155760	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp900198835	2016361	Thermococcus henrietii
GCA_900215215.1	Thermophiles		https://link.springer.com/article/10.1023/A:1000103618451	1940298	4	136243	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus euhalobius	51203	Methanohalophilus euhalobius strain DSM 10369
GCA_900215575.1	Mesophiles		https://doi.org/10.1099/ijs.0.042549-0	3164179	2	788061	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natronoarchaeaceae	Natronoarchaeum	Natronoarchaeum philippinense	558529	Natronoarchaeum philippinense
GCA_900456975.1	Psychrophiles		https://doi.org/10.1016/j.jprot.2019.103419	5300842	1	5287467	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella baltica	693974	Shewanella baltica BA175
GCA_900458435.1	Mesophiles		https://bacdive.dsmz.de/strain/14516	2576833	1	2571383	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus carnosus	1281	Staphylococcus carnosus
GCA_900458565.1	Mesophiles		https://bacdive.dsmz.de/strain/14662	2758007	1	2699697	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus equorum	1357294	Staphylococcus equorum UMC-CNS-924
GCA_900465055.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.000591	4433651	1	4433651	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Moritellaceae	Moritella	Moritella yayanosii	69539	Moritella yayanosii
GCA_900475595.1	Mesophiles		https://bacdive.dsmz.de/strain/14787	1975601	1	1975601	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis	1349	Streptococcus uberis
GCA_900636325.1	Mesophiles		https://bacdive.dsmz.de/strain/14521	2798161	1	2798161	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus delphini	53344	Staphylococcus delphini
GCA_900636385.1	Mesophiles		https://bacdive.dsmz.de/strain/14587	2427576	1	2427576	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus warneri	904338	Staphylococcus warneri VCU121
GCA_902143385.2		Acidophiles	https://doi.org/10.1128/mra.00315-20	2276790	46	14841	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidimicrobium	Methylacidimicrobium cyclopophantes	1041766	Methylacidimicrobium cyclopophantes
GCA_902712915.1		Acidophiles	https://doi.org/10.1128%2FmSystems.00867-20	3851483	1	3266126	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	Acidiphilium sp002255515	1970291	Acidiphilium sp. 20-67-58
GCA_904846075.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02457-0	3304715	2	1165273	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter glacincola_C	56810	Psychrobacter glacincola
GCA_904846145.1	Psychrophiles		https://bacdive.dsmz.de/strain/8176	3247678	1	3164805	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter immobilis_G	498	Psychrobacter immobilis
GCA_904846175.1	Psychrophiles		https://bacdive.dsmz.de/strain/8176	3123162	3	448325	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter immobilis_E	498	Psychrobacter immobilis
GCA_904846185.1	Psychrophiles		https://bacdive.dsmz.de/strain/8176	3473556	10	113199	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter immobilis_B	498	Psychrobacter immobilis
GCA_904846215.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02457-0	3247549	8	126285	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter glacincola_B	56810	Psychrobacter glacincola
GCA_904846225.1	Psychrophiles		https://bacdive.dsmz.de/strain/8176	3336711	7	125380	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter immobilis_F	498	Psychrobacter immobilis
GCA_904846235.1	Psychrophiles		https://bacdive.dsmz.de/strain/8176	3223472	7	178052	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter immobilis_C	498	Psychrobacter immobilis
GCA_904846265.1	Psychrophiles		https://bacdive.dsmz.de/strain/8176	3444614	7	142234	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter immobilis_A	498	Psychrobacter immobilis
GCA_904846285.1	Psychrophiles		https://bacdive.dsmz.de/strain/8176	3229758	8	130336	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter immobilis_D	498	Psychrobacter immobilis
GCA_904846415.1	Psychrophiles		https://doi.org/10.1099/ijs.0.010959-0	3514701	13	92951	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter piscatorii_A	554343	Psychrobacter piscatorii
GCA_904846675.1	Psychrophiles		https://bacdive.dsmz.de/strain/8178	2734405	8	103819	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter urativorans_B	45610	Psychrobacter urativorans
GCA_904846695.1	Psychrophiles		https://bacdive.dsmz.de/strain/8178	3458123	7	128312	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter urativorans_C	45610	Psychrobacter urativorans
